Semester;AnkerID (veranstid);Veranstaltungstitel;Abschluss;AbschlussTxT;Studiengang;StudiengangTxT;Vertiefung;Schwerpunkt;SchwerpunktTxt;KzFa;KzFaTxt;PO-Version;Porgnr;Pordnr;Prüfungsnr.;Prüfungstext
20251;1073177;"Modulprüfung zu ""Grundlagen der Mathematikdidaktik"" (Einführung in die Mathematikdidaktik und Leitideen Zahlen und Algebra)";35;Lehramt Gymnasium (modularisiert);105;Mathematik;---;U3;;U;Unterrichtsfach;2021;10199565;6090521;10599;Modulprüfung zum Modul: Grundlagen der Mathematikdidaktik
20251;1073177;"Modulprüfung zu ""Grundlagen der Mathematikdidaktik"" (Einführung in die Mathematikdidaktik und Leitideen Zahlen und Algebra)";39;Lehramt für Sonderpädagogik MS (modularisiert / 2 Unterrichtsfächer);105;Mathematik;---;D2;;D;Didaktik;2021;10199567;6092382;10199;Modulprüfung zum Modul: Grundlagen der Mathematikdidaktik
20251;1073178;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 1 (LiGDZ + FPK)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;D2;;D;Didaktik;2021;10199569;6090481;20199;Modulprüfung zum Modul: Vertiefung der Mathematikdidaktik I
20251;1073178;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 1 (LiGDZ + FPK)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;U1;;U;Unterrichtsfach;2021;10199572;6091474;20199;Modulprüfung zum Modul: Vertiefung der Mathematikdidaktik I
20251;1073178;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 1 (LiGDZ + FPK)";33;Lehramt Realschule (modularisiert);105;Mathematik;---;U2;;U;Unterrichtsfach;2021;10199570;6091412;20199;Modulprüfung zum Modul: Vertiefung der Mathematikdidaktik I
20251;1073178;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 1 (LiGDZ + FPK)";35;Lehramt Gymnasium (modularisiert);105;Mathematik;---;U3;;U;Unterrichtsfach;2021;10199571;6090548;20199;Modulprüfung zum Modul: Vertiefung der Mathematikdidaktik I
20251;1073178;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 1 (LiGDZ + FPK)";39;Lehramt für Sonderpädagogik MS (modularisiert / 2 Unterrichtsfächer);105;Mathematik;---;D2;;D;Didaktik;2021;10199573;6092393;20199;Modulprüfung zum Modul: Vertiefung der Mathematikdidaktik I
20251;1073179;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 3 - Teilklausur FPK (zzgl. GMU-Seminar in WiSe24/25)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;D2;;D;Didaktik;2021;10199579;6093402;20382;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik III
20251;1073179;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 3 - Teilklausur FPK (zzgl. GMU-Seminar in WiSe24/25)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;U1;;U;Unterrichtsfach;2021;10199580;6093403;20382;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik III
20251;1073179;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 3 - Teilklausur FPK (zzgl. GMU-Seminar in WiSe24/25)";33;Lehramt Realschule (modularisiert);105;Mathematik;---;U2;;U;Unterrichtsfach;2021;10199581;6093410;20382;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik III
20251;1073179;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 3 - Teilklausur FPK (zzgl. GMU-Seminar in WiSe24/25)";35;Lehramt Gymnasium (modularisiert);105;Mathematik;---;U3;;U;Unterrichtsfach;2021;10199583;6093414;20382;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik III
20251;1073179;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 3 - Teilklausur FPK (zzgl. GMU-Seminar in WiSe24/25)";39;Lehramt für Sonderpädagogik MS (modularisiert / 2 Unterrichtsfächer);105;Mathematik;---;D2;;D;Didaktik;2021;10199582;6093418;20382;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik III
20251;1073180;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilklausur LiGDZ (zzgl. Seminar in SoSe25)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;D2;;D;Didaktik;2021;10199578;6093400;20282;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073180;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilklausur LiGDZ (zzgl. Seminar in SoSe25)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;U1;;U;Unterrichtsfach;2021;10199574;6093405;20282;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073180;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilklausur LiGDZ (zzgl. Seminar in SoSe25)";33;Lehramt Realschule (modularisiert);105;Mathematik;---;U2;;U;Unterrichtsfach;2021;10199575;6093408;20282;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073180;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilklausur LiGDZ (zzgl. Seminar in SoSe25)";35;Lehramt Gymnasium (modularisiert);105;Mathematik;---;U3;;U;Unterrichtsfach;2021;10199577;6093412;20282;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073180;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilklausur LiGDZ (zzgl. Seminar in SoSe25)";39;Lehramt für Sonderpädagogik MS (modularisiert / 2 Unterrichtsfächer);105;Mathematik;---;D2;;D;Didaktik;2021;10199576;6093416;20282;Teilleistung 2 (Klausur oder Hausarbeit) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073181;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilleistung ""Seminar zu mathematischen Lernprozessen"" (SoSe 25)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;D2;;D;Didaktik;2021;10199588;6093399;20281;Teilleistung 1 (Referat) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073181;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilleistung ""Seminar zu mathematischen Lernprozessen"" (SoSe 25)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;U1;;U;Unterrichtsfach;2021;10199584;6093406;20281;Teilleistung 1 (Referat) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073181;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilleistung ""Seminar zu mathematischen Lernprozessen"" (SoSe 25)";33;Lehramt Realschule (modularisiert);105;Mathematik;---;U2;;U;Unterrichtsfach;2021;10199585;6093407;20281;Teilleistung 1 (Referat) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073181;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilleistung ""Seminar zu mathematischen Lernprozessen"" (SoSe 25)";35;Lehramt Gymnasium (modularisiert);105;Mathematik;---;U3;;U;Unterrichtsfach;2021;10199586;6093411;20281;Teilleistung 1 (Referat) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073181;"Modulprüfung zu ""Vertiefung der Mathematikdidaktik"" WP 2 - Teilleistung ""Seminar zu mathematischen Lernprozessen"" (SoSe 25)";39;Lehramt für Sonderpädagogik MS (modularisiert / 2 Unterrichtsfächer);105;Mathematik;---;D2;;D;Didaktik;2021;10199587;6093415;20281;Teilleistung 1 (Referat) zum Modul: Vertiefung der Mathematikdidaktik II
20251;1073183;"Modulprüfung  zu ""Schulmathematik vom höheren Standpunkt"" (Zahlen und Algebra und Geometrie, Daten, Zufall)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;D2;;D;Didaktik;2021;10199604;6090477;10299;Modulprüfung zum Modul: Schulmathematik vom höheren Standpunkt
20251;1073183;"Modulprüfung  zu ""Schulmathematik vom höheren Standpunkt"" (Zahlen und Algebra und Geometrie, Daten, Zufall)";32;Lehramt Mittelschule (modularisiert);105;Mathematik;---;U1;;U;Unterrichtsfach;2021;10199608;6091505;20599;Modulprüfung zum Modul: Exemplarische Vertiefungen der Mathematikdidaktik II
20251;1073183;"Modulprüfung  zu ""Schulmathematik vom höheren Standpunkt"" (Zahlen und Algebra und Geometrie, Daten, Zufall)";33;Lehramt Realschule (modularisiert);105;Mathematik;---;U2;;U;Unterrichtsfach;2021;10199607;6091443;20599;Modulprüfung zum Modul: Exemplarische Vertiefungen der Mathematikdidaktik II
20251;1073183;"Modulprüfung  zu ""Schulmathematik vom höheren Standpunkt"" (Zahlen und Algebra und Geometrie, Daten, Zufall)";35;Lehramt Gymnasium (modularisiert);105;Mathematik;---;U3;;U;Unterrichtsfach;2021;10199606;6090576;20899;Modulprüfung zum Modul: Exemplarische Vertiefungen der Mathematikdidaktik II
20251;1073183;"Modulprüfung  zu ""Schulmathematik vom höheren Standpunkt"" (Zahlen und Algebra und Geometrie, Daten, Zufall)";39;Lehramt für Sonderpädagogik MS (modularisiert / 2 Unterrichtsfächer);105;Mathematik;---;D2;;D;Didaktik;2021;10199605;6092386;10299;Modulprüfung zum Modul: Schulmathematik vom höheren Standpunkt
20251;1073626;Nachklausur zu Stochastik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10172132;6087645;20399;Modulprüfung zum Modul: Stochastik
20251;1073626;Nachklausur zu Stochastik;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10172134;6087796;20499;Modulprüfung zum Modul: Stochastik
20251;1074912;Nachklausur zu Analysis einer Variablen;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10172084;6087609;10199;Modulprüfung zum Modul: Analysis einer Variablen (Vorlesung)
20251;1074912;Nachklausur zu Analysis einer Variablen;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10172085;6087772;10599;Modulprüfung zum Modul: Analysis einer Variablen (Vorlesung)
20251;1074937;Nachklausur zu Differenzierbare Mannigfaltigkeiten;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10172136;6087721;22199;Modulprüfung zum Modul: Differentialgeometrie
20251;1074937;Nachklausur zu Differenzierbare Mannigfaltigkeiten;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10172135;6089733;20699;Modulprüfung zum Modul: Differentialgeometrie
20251;1075112;Klausur zu Axiomatische Mengenlehre;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200208;6087657;20699;Modulprüfung zum Modul: Ausgewählte Themen der reinen Mathematik
20251;1075112;Klausur zu Axiomatische Mengenlehre;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10206885;6087657;20699;Modulprüfung zum Modul: Ausgewählte Themen der reinen Mathematik
20251;1075113;Klausur zu Numerik II;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10201867;6089775;21899;Modulprüfung zum Modul: Fortgeschrittene Numerische Mathematik
20251;1075113;Klausur zu Numerik II;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10201870;6089810;22699;Modulprüfung zum Modul: Fortgeschrittene Themen aus der Numerischen Mathematik
20251;1075113;Klausur zu Numerik II;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10206886;6089810;22699;Modulprüfung zum Modul: Fortgeschrittene Themen aus der Numerischen Mathematik
20251;1075113;Klausur zu Numerik II;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10206889;6089775;21899;Modulprüfung zum Modul: Fortgeschrittene Numerische Mathematik
20251;1075438;Nachklausur zu Optimierung;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10172141;6087641;20299;Modulprüfung zum Modul: Optimierung
20251;1075438;Nachklausur zu Optimierung;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10172143;6087792;20399;Modulprüfung zum Modul: Optimierung
20251;1075442;Klausur zu Wahrscheinlichkeitstheorie;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10201504;6087710;22099;Modulprüfung zum Modul: Wahrscheinlichkeitstheorie
20251;1075442;Klausur zu Wahrscheinlichkeitstheorie;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10208102;6087710;22099;Modulprüfung zum Modul: Wahrscheinlichkeitstheorie
20251;1075442;Klausur zu Wahrscheinlichkeitstheorie;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10200216;6087800;20599;Modulprüfung zum Modul: Ausgewählte Themen der angewandten Mathematik
20251;1075442;Klausur zu Wahrscheinlichkeitstheorie;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10208101;6087800;20599;Modulprüfung zum Modul: Ausgewählte Themen der angewandten Mathematik
20251;1075529;Nachklausur zu Finanzmathematik in diskreter Zeit;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10172145;6087725;22299;Modulprüfung zum Modul: Finanzmathematik in diskreter Zeit
20251;1075937;Nachklausur zu Lineare Algebra I;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10171814;6087615;10399;Modulprüfung zum Modul: Lineare Algebra I (Vorlesung)
20251;1075937;Nachklausur zu Lineare Algebra I;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10171815;6087760;10199;Modulprüfung zum Modul: Lineare Algebra I (Vorlesung)
20251;1076551;Übungen zu Topologie und Differentialrechnung mehrerer Variablen;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200197;6087624;10699;Modulprüfung zum Modul: Topologie und Differentialrechnung mehrerer Variablen (Übung)
20251;1076551;Übungen zu Topologie und Differentialrechnung mehrerer Variablen;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10200198;6087781;10899;Modulprüfung zum Modul: Topologie und Differentialrechnung mehrerer Variablen (Übung)
20251;1076565;Übungen zu Lineare Algebra II;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200203;6087630;10899;Modulprüfung zum Modul: Lineare Algebra II (Übung)
20251;1076565;Übungen zu Lineare Algebra II;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10200204;6087769;10499;Modulprüfung zum Modul: Lineare Algebra II (Übung)
20251;1077564;Seminar M (Grundschule): Kompetenzorientiert Mathematik unterrichten mit Lernumgebungen;31;Lehramt Grundschule (modularisiert);105;Mathematik;---;U1;;U;Unterrichtsfach;2010;10181002;6096612;10502;Seminar zum Mathematikunterricht an der Grundschule 1
20251;1078281;Meisterwerke der Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174297;6087671;21099;Modulprüfung zum Modul: Schlüsselqualifikationen II
20251;1078281;Meisterwerke der Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174298;6087665;20899;Modulprüfung zum Modul: Präsentation eines mathematischen Themas
20251;1078281;Meisterwerke der Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174299;6087714;11199;Modulprüfung zum Modul: Mathematik präsentieren
20251;1078283;Antike Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174291;6087671;21099;Modulprüfung zum Modul: Schlüsselqualifikationen II
20251;1078283;Antike Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174292;6087665;20899;Modulprüfung zum Modul: Präsentation eines mathematischen Themas
20251;1078283;Antike Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174293;6087714;11199;Modulprüfung zum Modul: Mathematik präsentieren
20251;1078316;Ausgewählte Kapitel aus Numerik und Analysis;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174300;6087665;20899;Modulprüfung zum Modul: Präsentation eines mathematischen Themas
20251;1078316;Ausgewählte Kapitel aus Numerik und Analysis;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174303;6087714;11199;Modulprüfung zum Modul: Mathematik präsentieren
20251;1078316;Ausgewählte Kapitel aus Numerik und Analysis;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200282;6087671;21099;Modulprüfung zum Modul: Schlüsselqualifikationen II
20251;1078427;Das Buch der Beweise;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200277;6087671;21099;Modulprüfung zum Modul: Schlüsselqualifikationen II
20251;1078427;Das Buch der Beweise;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200278;6087665;20899;Modulprüfung zum Modul: Präsentation eines mathematischen Themas
20251;1078427;Das Buch der Beweise;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200281;6087714;11199;Modulprüfung zum Modul: Mathematik präsentieren
20251;1078429;Mathematics of Deep Neural Networks;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174497;6087671;21099;Modulprüfung zum Modul: Schlüsselqualifikationen II
20251;1078429;Mathematics of Deep Neural Networks;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174498;6087665;20899;Modulprüfung zum Modul: Präsentation eines mathematischen Themas
20251;1078429;Mathematics of Deep Neural Networks;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10174499;6087714;11199;Modulprüfung zum Modul: Mathematik präsentieren
20251;1078431;Stochastic Volterra Integral Equations;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10201153;6089756;21299;Modulprüfung zum Modul: Präsentation mathematischer Inhalte A
20251;1078431;Stochastic Volterra Integral Equations;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10201157;6089765;21599;Modulprüfung zum Modul: Präsentation mathematischer Inhalte B
20251;1078432;Konstruktionen und Beispiele in der algebraischen Geometrie;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10174325;6089765;21599;Modulprüfung zum Modul: Präsentation mathematischer Inhalte B
20251;1078432;Konstruktionen und Beispiele in der algebraischen Geometrie;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10174326;6089756;21299;Modulprüfung zum Modul: Präsentation mathematischer Inhalte A
20251;1078731;Nachklausur zu Numerik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10172138;6087637;20199;Modulprüfung zum Modul: Numerik
20251;1078731;Nachklausur zu Numerik;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10172140;6087788;20299;Modulprüfung zum Modul: Numerik
20251;1079389;Nachklausur zu Maßtheorie und Integralrechnung mehrerer Variablen;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10176277;6087633;10999;Modulprüfung zum Modul: Maßtheorie und Integralrechnung mehrerer Variablen
20251;1079389;Nachklausur zu Maßtheorie und Integralrechnung mehrerer Variablen;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10176278;6087784;20199;Modulprüfung zum Modul: Maßtheorie und Integralrechnung mehrerer Variablen
20251;1079528;Nachklausur zu Algebra;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10172151;6087653;20599;Modulprüfung zum Modul: Algebra
20251;1079528;Nachklausur zu Algebra;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10172152;6087804;20699;Modulprüfung zum Modul: Algebra
20251;1080409;Nachklausur zu Programmieren II für Studierende der Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10172160;6087717;11299;Modulprüfung zum Modul: Programmieren II für Studierende der Mathematik
20251;1080409;Nachklausur zu Programmieren II für Studierende der Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10202176;6087717;11299;Modulprüfung zum Modul: Programmieren II für Studierende der Mathematik
20251;1080443;Klausur zu Lineare Algebra II;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200200;6087627;10799;Modulprüfung zum Modul: Lineare Algebra II (Vorlesung)
20251;1080443;Klausur zu Lineare Algebra II;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10200201;6087766;10399;Modulprüfung zum Modul: Lineare Algebra II (Vorlesung)
20251;1080481;Compressive Sensing;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10202269;6089765;21599;Modulprüfung zum Modul: Präsentation mathematischer Inhalte B
20251;1080481;Compressive Sensing;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10202271;6089756;21299;Modulprüfung zum Modul: Präsentation mathematischer Inhalte A
20251;1080481;Compressive Sensing;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10202272;6089803;10199;Modulprüfung zum Modul: Präsentation vertiefter mathematischer Inhalte
20251;1080482;Ausgewählte Kapitel aus Numerik und Analysis;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10174308;6089765;21599;Modulprüfung zum Modul: Präsentation mathematischer Inhalte B
20251;1080482;Ausgewählte Kapitel aus Numerik und Analysis;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10174312;6089756;21299;Modulprüfung zum Modul: Präsentation mathematischer Inhalte A
20251;1080482;Ausgewählte Kapitel aus Numerik und Analysis;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10178781;6089803;10199;Modulprüfung zum Modul: Präsentation vertiefter mathematischer Inhalte
20251;1080483;Mathematics of Deep Neural Networks;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10174500;6089765;21599;Modulprüfung zum Modul: Präsentation mathematischer Inhalte B
20251;1080483;Mathematics of Deep Neural Networks;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10174501;6089756;21299;Modulprüfung zum Modul: Präsentation mathematischer Inhalte A
20251;1080687;Klausur zu Quantitative Risk Management;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10202037;6089818;22899;Modulprüfung zum Modul: Fortgeschrittene Themen aus der Finanzmathematik
20251;1080689;Klausur zu Gewöhnliche Differentialgleichungen;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10201499;6087690;21599;Modulprüfung zum Modul: Gewöhnliche Differentialgleichungen
20251;1095641;Klausur zu Kommutative Algebra;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200217;6087649;20499;Modulprüfung zum Modul: Ausgewählte Themen der angewandten Mathematik
20251;1095641;Klausur zu Kommutative Algebra;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10201505;6087736;22499;Modulprüfung zum Modul: Kommutative Algebra
20251;1095641;Klausur zu Kommutative Algebra;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10200218;6087800;20599;Modulprüfung zum Modul: Ausgewählte Themen der angewandten Mathematik
20251;1095836;Nachklausur zu Mathematical Gauge Theory 1;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10172163;6089822;22999;Modulprüfung zum Modul: Fortgeschrittene Themen aus der Differentialgeometrie
20251;1095836;Nachklausur zu Mathematical Gauge Theory 1;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10172164;6089806;22599;Modulprüfung zum Modul: Fortgeschrittene Themen aus der Analysis und der Mathematischen Physik
20251;1095836;Nachklausur zu Mathematical Gauge Theory 1;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10172165;6089826;23099;Modulprüfung zum Modul: Fortgeschrittene Themen aus der Topologie
20251;1096221;Nachprüfung Übungen zu Analysis einer Variablen;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10172087;6087612;10299;Modulprüfung zum Modul: Analysis einer Variablen (Übung)
20251;1096221;Nachprüfung Übungen zu Analysis einer Variablen;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10172088;6087775;10699;Modulprüfung zum Modul: Analysis einer Variablen (Übung)
20251;1096728;Nachklausur zu Exceptional collections in algebraic geometry;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10177196;6089768;21699;Modulprüfung zum Modul: Einblick in ein aktuelles Forschungsthema B
20251;1096728;Nachklausur zu Exceptional collections in algebraic geometry;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10177197;6089759;21399;Modulprüfung zum Modul: Einblick in ein aktuelles Forschungsthema A
20251;1096728;Nachklausur zu Exceptional collections in algebraic geometry;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10177198;6089862;24099;Modulprüfung zum Modul: Einblick in ein aktuelles Forschungsthema C
20251;1096728;Nachklausur zu Exceptional collections in algebraic geometry;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10177199;6089865;24199;Modulprüfung zum Modul: Einblick in ein aktuelles Forschungsthema D
20251;1097049;Klausur zu Funktionalanalysis;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10201503;6087706;21999;Modulprüfung zum Modul: Funktionalanalysis
20251;1097049;Klausur zu Funktionalanalysis;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10209877;6087706;21999;Modulprüfung zum Modul: Funktionalanalysis
20251;1097332;Nachklausur zu Computergestützte Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10178602;6087661;20799;Modulprüfung zum Modul: Computergestützte Mathematik
20251;1097332;Nachklausur zu Computergestützte Mathematik;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10178604;6087815;20999;Modulprüfung zum Modul: Computergestützte Mathematik
20251;1097524;Klausur zu Geometrie;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200213;6087657;20699;Modulprüfung zum Modul: Ausgewählte Themen der reinen Mathematik
20251;1097524;Klausur zu Geometrie;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10201502;6087702;21899;Modulprüfung zum Modul: Geometrie
20251;1097524;Klausur zu Geometrie;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10200214;6087808;20799;Modulprüfung zum Modul: Ausgewählte Themen der reinen Mathematik
20251;1097652;Klausur zu Topologie und Differentialrechnung mehrerer Variablen;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200604;6087621;10599;Modulprüfung zum Modul: Topologie und Differentialrechnung mehrerer Variablen (Vorlesung)
20251;1097652;Klausur zu Topologie und Differentialrechnung mehrerer Variablen;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10200605;6087778;10799;Modulprüfung zum Modul: Topologie und Differentialrechnung mehrerer Variablen (Vorlesung)
20251;1098469;Klausur zu Programmieren I für Studierende der Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200205;6087686;11099;Modulprüfung zum Modul: Programmieren I für Studierende der Mathematik
20251;1099067;Klausur zu Diskrete Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10200210;6087657;20699;Modulprüfung zum Modul: Ausgewählte Themen der reinen Mathematik
20251;1099067;Klausur zu Diskrete Mathematik;83;Bachelor;105;Mathematik;---;H2;;H;Hauptfach;2021;10201500;6087694;21699;Modulprüfung zum Modul: Diskrete Mathematik
20251;1099067;Klausur zu Diskrete Mathematik;83;Bachelor;105;Mathematik;---;N3;;N;Nebenfach;2021;10200211;6087800;20599;Modulprüfung zum Modul: Ausgewählte Themen der angewandten Mathematik
20251;1100107;Klausur zu Topologie II;88;Master;105;Mathematik;---;M0;;H;Hauptfach;2021;10200245;6089826;23099;Modulprüfung zum Modul: Fortgeschrittene Themen aus der Topologie
